Movie Name,Year of release,Watchtime,Movie Rating,Votes,Gross collection,Director,Cast
12 Years a Slave,2013,134,8.1,715555,56.67,Steve McQueen,"['Chiwetel Ejiofor', 'Michael Kenneth Williams', 'Michael Fassbender', 'Brad Pitt']"
The Shawshank Redemption,1994,142,9.3,2744465,28.34,Frank Darabont,"['Tim Robbins', 'Morgan Freeman', 'Bob Gunton', 'William Sadler']"
The Godfather,1972,175,9.2,1908531,134.97,Francis Ford Coppola,"['Marlon Brando', 'Al Pacino', 'James Caan', 'Diane Keaton']"
The Dark Knight,2008,152,9.0,2717164,534.86,Christopher Nolan,"['Christian Bale', 'Heath Ledger', 'Aaron Eckhart', 'Michael Caine']"
Schindler's List,1993,195,9.0,1384620,96.9,Steven Spielberg,"['Liam Neeson', 'Ralph Fiennes', 'Ben Kingsley', 'Caroline Goodall']"
The Godfather Part II,1974,202,9.0,1300450,57.3,Francis Ford Coppola,"['Al Pacino', 'Robert De Niro', 'Robert Duvall', 'Diane Keaton']"
12 Angry Men,1957,96,9.0,812491,4.36,Sidney Lumet,"['Henry Fonda', 'Lee J. Cobb', 'Martin Balsam', 'John Fiedler']"
The Lord of the Rings: The Return of the King,2003,201,9.0,1886427,377.85,Peter Jackson,"['Elijah Wood', 'Viggo Mortensen', 'Ian McKellen', 'Orlando Bloom']"
Pulp Fiction,1994,154,8.9,2108844,107.93,Quentin Tarantino,"['John Travolta', 'Uma Thurman', 'Samuel L. Jackson', 'Bruce Willis']"
Inception,2010,148,8.8,2411986,292.58,Christopher Nolan,"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Elliot Page', 'Ken Watanabe']"
Fight Club,1999,139,8.8,2185425,37.03,David Fincher,"['Brad Pitt', 'Edward Norton', 'Meat Loaf', 'Zach Grenier']"
The Lord of the Rings: The Fellowship of the Ring,2001,178,8.8,1915141,315.54,Peter Jackson,"['Elijah Wood', 'Ian McKellen', 'Orlando Bloom', 'Sean Bean']"
Forrest Gump,1994,142,8.8,2135275,330.25,Robert Zemeckis,"['Tom Hanks', 'Robin Wright', 'Gary Sinise', 'Sally Field']"
"Il buono, il brutto, il cattivo",1966,161,8.8,776974,6.1,Sergio Leone,"['Clint Eastwood', 'Eli Wallach', 'Lee Van Cleef', 'Aldo Giuffrè']"
The Lord of the Rings: The Two Towers,2002,179,8.8,1702734,342.55,Peter Jackson,"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Orlando Bloom']"
Jai Bhim,2021,164,8.8,206733,102.79658653846153,T.J. Gnanavel,"['Suriya', 'Lijo Mol Jose', 'Manikandan K.', 'Rajisha Vijayan']"
777 Charlie,2022,164,8.8,34812,102.79658653846153,Kiranraj K,"['Rakshit Shetty', 'Charlie', 'Sangeetha Sringeri', 'Raj B. Shetty']"
Rocketry: The Nambi Effect,2022,157,8.8,53383,102.79658653846153,Madhavan,"['Madhavan', 'Simran', 'Rajit Kapoor', 'Ravi Raghavendra']"
Interstellar,2014,169,8.7,1909061,188.02,Christopher Nolan,"['Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain', 'Mackenzie Foy']"
GoodFellas,1990,145,8.7,1191062,46.84,Martin Scorsese,"['Robert De Niro', 'Ray Liotta', 'Joe Pesci', 'Lorraine Bracco']"
The Matrix,1999,136,8.7,1957049,171.48,"Directors:Lana Wachowski, Lilly Wachowski","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving']"
One Flew Over the Cuckoo's Nest,1975,133,8.7,1028464,112.0,Milos Forman,"['Jack Nicholson', 'Louise Fletcher', 'Michael Berryman', 'Peter Brocco']"
Star Wars: Episode V - The Empire Strikes Back,1980,124,8.7,1320621,290.48,Irvin Kershner,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams']"
Soorarai Pottru,2020,153,8.7,119458,102.79658653846153,Sudha Kongara,"['Suriya', 'Paresh Rawal', 'Aparna Balamurali', 'Urvashi']"
The Green Mile,1999,189,8.6,1334555,136.8,Frank Darabont,"['Tom Hanks', 'Michael Clarke Duncan', 'David Morse', 'Bonnie Hunt']"
Se7en,1995,127,8.6,1696922,100.13,David Fincher,"['Morgan Freeman', 'Brad Pitt', 'Kevin Spacey', 'Andrew Kevin Walker']"
The Silence of the Lambs,1991,118,8.6,1467017,130.74,Jonathan Demme,"['Jodie Foster', 'Anthony Hopkins', 'Lawrence A. Bonney', 'Kasi Lemmons']"
Star Wars,1977,121,8.6,1393078,322.74,George Lucas,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Alec Guinness']"
Saving Private Ryan,1998,169,8.6,1422860,216.54,Steven Spielberg,"['Tom Hanks', 'Matt Damon', 'Tom Sizemore', 'Edward Burns']"
Sen to Chihiro no kamikakushi,2001,125,8.6,789337,10.06,Hayao Miyazaki,"['Daveigh Chase', 'Suzanne Pleshette', 'Miyu Irino', 'Rumi Hiiragi']"
Terminator 2: Judgment Day,1991,137,8.6,1122619,204.84,James Cameron,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Edward Furlong', 'Robert Patrick']"
Cidade de Deus,2002,130,8.6,770667,7.56,"Directors:Fernando Meirelles, Kátia Lund","['Alexandre Rodrigues', 'Leandro Firmino', 'Matheus Nachtergaele', 'Phellipe Haagensen']"
La vita è bella,1997,116,8.6,710880,57.6,Roberto Benigni,"['Roberto Benigni', 'Nicoletta Braschi', 'Giorgio Cantarini', 'Giustino Durano']"
Shichinin no samurai,1954,207,8.6,352730,0.27,Akira Kurosawa,"['Toshirô Mifune', 'Takashi Shimura', 'Keiko Tsushima', 'Yukiko Shimazaki']"
It's a Wonderful Life,1946,130,8.6,471967,102.79658653846153,Frank Capra,"['James Stewart', 'Donna Reed', 'Lionel Barrymore', 'Thomas Mitchell']"
Seppuku,1962,133,8.6,60924,102.79658653846153,Masaki Kobayashi,"['Tatsuya Nakadai', 'Akira Ishihama', 'Shima Iwashita', 'Tetsurô Tanba']"
Sita Ramam,2022,163,8.6,59767,102.79658653846153,Hanu Raghavapudi,"['Dulquer Salmaan', 'Mrunal Thakur', 'Rashmika Mandanna', 'Sumanth']"
Gisaengchung,2019,132,8.5,853927,53.37,Bong Joon Ho,"['Song Kang-ho', 'Lee Sun-kyun', 'Cho Yeo-jeong', 'Choi Woo-sik']"
The Departed,2006,151,8.5,1355728,132.38,Martin Scorsese,"['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson', 'Mark Wahlberg']"
Whiplash,2014,106,8.5,903935,13.09,Damien Chazelle,"['Miles Teller', 'J.K. Simmons', 'Melissa Benoist', 'Paul Reiser']"
Léon,1994,110,8.5,1188926,19.5,Luc Besson,"['Jean Reno', 'Gary Oldman', 'Natalie Portman', 'Danny Aiello']"
Back to the Future,1985,116,8.5,1238116,210.61,Robert Zemeckis,"['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover']"
Gladiator,2000,155,8.5,1535607,187.71,Ridley Scott,"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed']"
The Prestige,2006,130,8.5,1363986,53.09,Christopher Nolan,"['Christian Bale', 'Hugh Jackman', 'Scarlett Johansson', 'Michael Caine']"
Alien,1979,117,8.5,902965,78.9,Ridley Scott,"['Sigourney Weaver', 'Tom Skerritt', 'John Hurt', 'Veronica Cartwright']"
Casablanca,1942,102,8.5,583312,1.02,Michael Curtiz,"['Humphrey Bogart', 'Ingrid Bergman', 'Paul Henreid', 'Claude Rains']"
The Lion King,1994,88,8.5,1084708,422.78,"Directors:Roger Allers, Rob Minkoff","['Matthew Broderick', 'Jeremy Irons', 'James Earl Jones', 'Whoopi Goldberg']"
American History X,1998,119,8.5,1143018,6.72,Tony Kaye,"['Edward Norton', 'Edward Furlong', ""Beverly D'Angelo"", 'Jennifer Lien']"
The Pianist,2002,150,8.5,855742,32.57,Roman Polanski,"['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Emilia Fox']"
The Usual Suspects,1995,106,8.5,1104141,23.34,Bryan Singer,"['Kevin Spacey', 'Gabriel Byrne', 'Chazz Palminteri', 'Stephen Baldwin']"
Psycho,1960,109,8.5,687439,32.0,Alfred Hitchcock,"['Anthony Perkins', 'Janet Leigh', 'Vera Miles', 'John Gavin']"
The Intouchables,2011,112,8.5,881278,13.18,"Directors:Olivier Nakache, Éric Toledano","['François Cluzet', 'Omar Sy', 'Anne Le Ny', 'Audrey Fleurot']"
Once Upon a Time in the West,1968,165,8.5,337059,5.32,Sergio Leone,"['Henry Fonda', 'Charles Bronson', 'Claudia Cardinale', 'Jason Robards']"
Hotaru no haka,1988,89,8.5,287223,102.79658653846153,Isao Takahata,"['Tsutomu Tatsumi', 'Ayano Shiraishi', 'Akemi Yamaguchi', 'Yoshiko Shinohara']"
Rear Window,1954,112,8.5,501773,36.76,Alfred Hitchcock,"['James Stewart', 'Grace Kelly', 'Wendell Corey', 'Thelma Ritter']"
Nuovo Cinema Paradiso,1988,155,8.5,268367,11.99,Giuseppe Tornatore,"['Philippe Noiret', 'Enzo Cannavale', 'Antonella Attili', 'Isa Danieli']"
Modern Times,1936,87,8.5,248253,0.16,Charles Chaplin,"['Charles Chaplin', 'Paulette Goddard', 'Henry Bergman', 'Tiny Sandford']"
City Lights,1931,87,8.5,188497,0.02,Charles Chaplin,"['Charles Chaplin', 'Virginia Cherrill', 'Florence Lee', 'Harry Myers']"
96,2018,158,8.5,33142,102.79658653846153,C. Prem Kumar,"['Vijay Sethupathi', 'Adithya Bhaskar', 'Trisha Krishnan', 'Gouri Kishan']"
Spider-Man: Into the Spider-Verse,2018,117,8.4,564092,190.24,"Directors:Bob Persichetti, Peter Ramsey, Rodney Rothman","['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld', 'Mahershala Ali']"
Avengers: Endgame,2019,181,8.4,1179125,858.37,"Directors:Anthony Russo, Joe Russo","['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo', 'Chris Hemsworth']"
Raiders of the Lost Ark,1981,115,8.4,985834,248.16,Steven Spielberg,"['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'John Rhys-Davies']"
Avengers: Infinity War,2018,149,8.4,1122577,678.82,"Directors:Anthony Russo, Joe Russo","['Robert Downey Jr.', 'Chris Hemsworth', 'Mark Ruffalo', 'Chris Evans']"
The Shining,1980,146,8.4,1048715,44.02,Stanley Kubrick,"['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd', 'Scatman Crothers']"
Joker,2019,122,8.4,1353423,335.45,Todd Phillips,"['Joaquin Phoenix', 'Robert De Niro', 'Zazie Beetz', 'Frances Conroy']"
Django Unchained,2012,165,8.4,1598654,162.81,Quentin Tarantino,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington']"
Oldeuboi,2003,120,8.4,596103,0.71,Park Chan-wook,"['Choi Min-sik', 'Yoo Ji-tae', 'Kang Hye-jeong', 'Kim Byeong-Ok']"
Apocalypse Now,1979,147,8.4,681995,83.47,Francis Ford Coppola,"['Martin Sheen', 'Marlon Brando', 'Robert Duvall', 'Frederic Forrest']"
Memento,2000,113,8.4,1263134,25.54,Christopher Nolan,"['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano', 'Mark Boone Junior']"
The Dark Knight Rises,2012,164,8.4,1740960,448.14,Christopher Nolan,"['Christian Bale', 'Tom Hardy', 'Anne Hathaway', 'Gary Oldman']"
Idi i smotri,1985,142,8.4,85823,102.79658653846153,Elem Klimov,"['Aleksey Kravchenko', 'Olga Mironova', 'Liubomiras Laucevicius', 'Vladas Bagdonas']"
Aliens,1986,137,8.4,732272,85.16,James Cameron,"['Sigourney Weaver', 'Michael Biehn', 'Carrie Henn', 'Paul Reiser']"
Kimi no na wa.,2016,106,8.4,286532,5.02,Makoto Shinkai,"['Ryunosuke Kamiki', 'Mone Kamishiraishi', 'Ryo Narita', 'Aoi Yûki']"
Coco,2017,105,8.4,533616,209.73,"Directors:Lee Unkrich, Adrian Molina","['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt', 'Alanna Ubach']"
WALL·E,2008,98,8.4,1142318,223.81,Andrew Stanton,"['Ben Burtt', 'Elissa Knight', 'Jeff Garlin', 'Fred Willard']"
Amadeus,1984,160,8.4,409619,51.97,Milos Forman,"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge', 'Roy Dotrice']"
The Lives of Others,2006,137,8.4,396576,11.29,Florian Henckel von Donnersmarck,"['Ulrich Mühe', 'Martina Gedeck', 'Sebastian Koch', 'Ulrich Tukur']"
Capharnaüm,2018,126,8.4,95192,1.66,Nadine Labaki,"['Zain Al Rafeea', 'Yordanos Shiferaw', 'Boluwatife Treasure Bankole', 'Kawsar Al Haddad']"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95,8.4,500256,0.28,Stanley Kubrick,"['Peter Sellers', 'George C. Scott', 'Sterling Hayden', 'Keenan Wynn']"
Das Boot,1981,149,8.4,255567,11.49,Wolfgang Petersen,"['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann', 'Hubertus Bengsch']"
Sunset Blvd.,1950,110,8.4,226805,102.79658653846153,Billy Wilder,"['William Holden', 'Gloria Swanson', 'Erich von Stroheim', 'Nancy Olson']"
3 Idiots,2009,170,8.4,410695,6.53,Rajkumar Hirani,"['Aamir Khan', 'Madhavan', 'Mona Singh', 'Sharman Joshi']"
Witness for the Prosecution,1957,116,8.4,129493,8.18,Billy Wilder,"['Tyrone Power', 'Marlene Dietrich', 'Charles Laughton', 'Elsa Lanchester']"
Paths of Glory,1957,88,8.4,202167,102.79658653846153,Stanley Kubrick,"['Kirk Douglas', 'Ralph Meeker', 'Adolphe Menjou', 'George Macready']"
The Great Dictator,1940,125,8.4,228672,0.29,Charles Chaplin,"['Charles Chaplin', 'Paulette Goddard', 'Jack Oakie', 'Reginald Gardiner']"
Tengoku to jigoku,1963,143,8.4,47782,102.79658653846153,Akira Kurosawa,"['Toshirô Mifune', 'Yutaka Sada', 'Tatsuya Nakadai', 'Kyôko Kagawa']"
Kaithi,2019,145,8.4,36050,102.79658653846153,Lokesh Kanagaraj,"['Karthi', 'Narain', 'Arjun Das', 'George Maryan']"
Sardar Udham,2021,164,8.4,44124,102.79658653846153,Shoojit Sircar,"['Vicky Kaushal', 'Shaun Scott', 'Stephen Hogan', 'Amol Parashar']"
Drishyam 2,2021,152,8.4,38993,102.79658653846153,Jeethu Joseph,"['Mohanlal', 'Meena', 'Ansiba', 'Esther Anil']"
Asuran,2019,141,8.4,31171,102.79658653846153,Vetrimaaran,"['Dhanush', 'Manju Warrier', 'Prakash Raj', 'Pasupathy']"
Top Gun: Maverick,2022,130,8.3,588246,718.73,Joseph Kosinski,"['Tom Cruise', 'Jennifer Connelly', 'Miles Teller', 'Val Kilmer']"
Heat,1995,170,8.3,675635,67.44,Michael Mann,"['Al Pacino', 'Robert De Niro', 'Val Kilmer', 'Jon Voight']"
Good Will Hunting,1997,126,8.3,1003347,138.43,Gus Van Sant,"['Robin Williams', 'Matt Damon', 'Ben Affleck', 'Stellan Skarsgård']"
Inglourious Basterds,2009,153,8.3,1491266,120.54,Quentin Tarantino,"['Brad Pitt', 'Diane Kruger', 'Eli Roth', 'Mélanie Laurent']"
American Beauty,1999,122,8.3,1173314,130.1,Sam Mendes,"['Kevin Spacey', 'Annette Bening', 'Thora Birch', 'Wes Bentley']"
Requiem for a Dream,2000,102,8.3,861415,3.64,Darren Aronofsky,"['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly', 'Marlon Wayans']"
Braveheart,1995,178,8.3,1055464,75.6,Mel Gibson,"['Mel Gibson', 'Sophie Marceau', 'Patrick McGoohan', 'Angus Macfadyen']"
Scarface,1983,170,8.3,865767,45.6,Brian De Palma,"['Al Pacino', 'Michelle Pfeiffer', 'Steven Bauer', 'Mary Elizabeth Mastrantonio']"
Once Upon a Time in America,1984,229,8.3,360216,5.32,Sergio Leone,"['Robert De Niro', 'James Woods', 'Elizabeth McGovern', 'Treat Williams']"
2001: A Space Odyssey,1968,149,8.3,685149,56.95,Stanley Kubrick,"['Keir Dullea', 'Gary Lockwood', 'William Sylvester', 'Daniel Richter']"
Star Wars: Episode VI - Return of the Jedi,1983,131,8.3,1077185,309.13,Richard Marquand,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams']"
A Clockwork Orange,1971,136,8.3,847649,6.21,Stanley Kubrick,"['Malcolm McDowell', 'Patrick Magee', 'Michael Bates', 'Warren Clarke']"
Eternal Sunshine of the Spotless Mind,2004,108,8.3,1031014,34.4,Michel Gondry,"['Jim Carrey', 'Kate Winslet', 'Tom Wilkinson', 'Gerry Robert Byrne']"
Jagten,2012,115,8.3,341305,0.69,Thomas Vinterberg,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp', 'Lasse Fogelstrøm']"
Incendies,2010,131,8.3,183955,6.86,Denis Villeneuve,"['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette', 'Mustafa Kamel']"
Full Metal Jacket,1987,116,8.3,758505,46.36,Stanley Kubrick,"['Matthew Modine', 'R. Lee Ermey', ""Vincent D'Onofrio"", 'Adam Baldwin']"
Toy Story,1995,81,8.3,1017637,191.8,John Lasseter,"['Tom Hanks', 'Tim Allen', 'Don Rickles', 'Jim Varney']"
Reservoir Dogs,1992,99,8.3,1042537,2.83,Quentin Tarantino,"['Harvey Keitel', 'Tim Roth', 'Michael Madsen', 'Chris Penn']"
Hamilton,2020,160,8.3,101332,102.79658653846153,Thomas Kail,"['Lin-Manuel Miranda', 'Phillipa Soo', 'Leslie Odom Jr.', 'Renée Elise Goldsberry']"
Up,2009,96,8.3,1068917,293.0,"Directors:Pete Docter, Bob Peterson","['Edward Asner', 'Jordan Nagai', 'John Ratzenberger', 'Christopher Plummer']"
Le fabuleux destin d'Amélie Poulain,2001,122,8.3,769475,33.23,Jean-Pierre Jeunet,"['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus', 'Lorella Cravotta']"
Lawrence of Arabia,1962,218,8.3,301014,44.82,David Lean,"[""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn', 'Jack Hawkins']"
Mononoke-hime,1997,134,8.3,406580,2.38,Hayao Miyazaki,"['Yôji Matsuda', 'Yuriko Ishida', 'Yûko Tanaka', 'Billy Crudup']"
Toy Story 3,2010,103,8.3,854691,415.0,Lee Unkrich,"['Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Ned Beatty']"
Vertigo,1958,128,8.3,410780,3.2,Alfred Hitchcock,"['James Stewart', 'Kim Novak', 'Barbara Bel Geddes', 'Tom Helmore']"
To Kill a Mockingbird,1962,129,8.3,322132,102.79658653846153,Robert Mulligan,"['Gregory Peck', 'John Megna', 'Frank Overton', 'Rosemary Murphy']"
Citizen Kane,1941,119,8.3,450542,1.59,Orson Welles,"['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore', 'Agnes Moorehead']"
North by Northwest,1959,136,8.3,334478,13.28,Alfred Hitchcock,"['Cary Grant', 'Eva Marie Saint', 'James Mason', 'Jessie Royce Landis']"
Metropolis,1927,153,8.3,178227,1.24,Fritz Lang,"['Brigitte Helm', 'Alfred Abel', 'Gustav Fröhlich', 'Rudolf Klein-Rogge']"
The Sting,1973,129,8.3,269511,159.6,George Roy Hill,"['Paul Newman', 'Robert Redford', 'Robert Shaw', 'Charles Durning']"
Singin' in the Rain,1952,103,8.3,248875,8.82,"Directors:Stanley Donen, Gene Kelly","['Gene Kelly', ""Donald O'Connor"", 'Debbie Reynolds', 'Jean Hagen']"
The Apartment,1960,125,8.3,186545,18.6,Billy Wilder,"['Jack Lemmon', 'Shirley MacLaine', 'Fred MacMurray', 'Ray Walston']"
Jodaeiye Nader az Simin,2011,123,8.3,249437,7.1,Asghar Farhadi,"['Payman Maadi', 'Leila Hatami', 'Sareh Bayat', 'Shahab Hosseini']"
M - Eine Stadt sucht einen Mörder,1931,117,8.3,161646,0.03,Fritz Lang,"['Peter Lorre', 'Ellen Widmann', 'Inge Landgut', 'Otto Wernicke']"
Kantara,2022,148,8.3,95359,102.79658653846153,Rishab Shetty,"['Rishab Shetty', 'Kishore Kumar G.', 'Achyuth Kumar', 'Sapthami Gowda']"
